Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,WIRELESS,6420030,40.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,ADSL,6420040,2327.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,CABLEMODEM,6420040,7654.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,DIAL UP,6420040,13.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,FIBRA OPTICA,6420040,917.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,Otros,6420040,2.0
BUENOS AIRES,LA COSTA,SANTA TERESITA - MAR DEL TUYÚ,WIRELESS,6420040,201.0
BUENOS AIRES,LA MATANZA,20 DE JUNIO,ADSL,6427010,4.0
BUENOS AIRES,LA MATANZA,20 DE JUNIO,CABLEMODEM,6427010,744.0
BUENOS AIRES,LA MATANZA,20 DE JUNIO,DIAL UP,6427010,2.0
BUENOS AIRES,LA MATANZA,20 DE JUNIO,FIBRA OPTICA,6427010,1113.0
BUENOS AIRES,LA MATANZA,20 DE JUNIO,WIRELESS,6427010,2.0
BUENOS AIRES,LA MATANZA,ALDO BONZI,ADSL,6427010,1.0
BUENOS AIRES,LA MATANZA,ALDO BONZI,CABLEMODEM,6427010,2688.0
BUENOS AIRES,LA MATANZA,ALDO BONZI,Otros,6427010,1.0
BUENOS AIRES,LA MATANZA,ALDO BONZI,WIRELESS,6427010,2.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,ADSL,6427010,40.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,CABLEMODEM,6427010,10311.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,DIAL UP,6427010,26.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,FIBRA OPTICA,6427010,3582.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,Otros,6427010,31.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,WIRELESS,6427010,108.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,ADSL,6427010,12.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,CABLEMODEM,6427010,27707.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,DIAL UP,6427010,25.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,FIBRA OPTICA,6427010,14623.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,Otros,6427010,6.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,SATELITAL,6427010,7.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,WIRELESS,6427010,1432.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,ADSL,6427010,18.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,CABLEMODEM,6427010,25947.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,DIAL UP,6427010,14.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,FIBRA OPTICA,6427010,19816.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,Otros,6427010,15.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,WIRELESS,6427010,1469.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,ADSL,6427010,25.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,CABLEMODEM,6427010,20984.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,DIAL UP,6427010,30.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,FIBRA OPTICA,6427010,28971.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,Otros,6427010,27.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,WIRELESS,6427010,261.0
BUENOS AIRES,LA MATANZA,LA TABLADA,ADSL,6427010,36.0
BUENOS AIRES,LA MATANZA,LA TABLADA,CABLEMODEM,6427010,14196.0
BUENOS AIRES,LA MATANZA,LA TABLADA,DIAL UP,6427010,2.0
BUENOS AIRES,LA MATANZA,LA TABLADA,FIBRA OPTICA,6427010,896.0
BUENOS AIRES,LA MATANZA,LA TABLADA,Otros,6427010,7.0
BUENOS AIRES,LA MATANZA,LA TABLADA,WIRELESS,6427010,972.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,ADSL,6427010,51.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,CABLEMODEM,6427010,11626.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,DIAL UP,6427010,8.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,FIBRA OPTICA,6427010,1305.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,Otros,6427010,13.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,WIRELESS,6427010,66.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,ADSL,6427010,12.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,CABLEMODEM,6427010,14284.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,DIAL UP,6427010,10.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,FIBRA OPTICA,6427010,9095.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,Otros,6427010,7.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,WIRELESS,6427010,278.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,ADSL,6427010,518.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,CABLEMODEM,6427010,37150.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,DIAL UP,6427010,79.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,FIBRA OPTICA,6427010,9239.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,Otros,6427010,19.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,SATELITAL,6427010,2.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,WIRELESS,6427010,20.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,ADSL,6427010,131.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,CABLEMODEM,6427010,24126.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,DIAL UP,6427010,98.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,FIBRA OPTICA,6427010,16033.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,Otros,6427010,11.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,SATELITAL,6427010,1.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,WIRELESS,6427010,879.0
BUENOS AIRES,LA MATANZA,TAPIALES,ADSL,6427010,233.0
BUENOS AIRES,LA MATANZA,TAPIALES,CABLEMODEM,6427010,3769.0
BUENOS AIRES,LA MATANZA,TAPIALES,DIAL UP,6427010,25.0
BUENOS AIRES,LA MATANZA,TAPIALES,FIBRA OPTICA,6427010,9651.0
BUENOS AIRES,LA MATANZA,TAPIALES,Otros,6427010,14.0
BUENOS AIRES,LA MATANZA,TAPIALES,SATELITAL,6427010,1.0
BUENOS AIRES,LA MATANZA,TAPIALES,WIRELESS,6427010,2.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,ADSL,6427010,50.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,CABLEMODEM,6427010,16177.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,DIAL UP,6427010,48.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,FIBRA OPTICA,6427010,13065.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,Otros,6427010,26.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,WIRELESS,6427010,174.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,ADSL,6427010,4.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,CABLEMODEM,6427010,15926.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,DIAL UP,6427010,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,FIBRA OPTICA,6427010,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,Otros,6427010,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,WIRELESS,6427010,115.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,ADSL,6427010,4526.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,CABLEMODEM,6427010,20629.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,FIBRA OPTICA,6427010,235.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,WIRELESS,6427010,348.0
BUENOS AIRES,LA PLATA,ABASTO,CABLEMODEM,6441030,633.0
BUENOS AIRES,LA PLATA,ABASTO,FIBRA OPTICA,6441030,5820.0
BUENOS AIRES,LA PLATA,ABASTO,WIRELESS,6441030,10.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,CABLEMODEM,6441030,719.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,WIRELESS,6441030,11.0
BUENOS AIRES,LA PLATA,ARANA,WIRELESS,6441030,96.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,CABLEMODEM,6441030,249.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,BARRIO EL PELIGRO,ADSL,6441030,213.0
BUENOS AIRES,LA PLATA,BARRIO EL PELIGRO,FIBRA OPTICA,6441030,189.0
BUENOS AIRES,LA PLATA,BARRIO GAMBIER,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,CITY BELL,CABLEMODEM,6441030,12501.0
BUENOS AIRES,LA PLATA,CITY BELL,FIBRA OPTICA,6441030,2218.0
BUENOS AIRES,LA PLATA,CITY BELL,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,COLONIA LA PLATA,ADSL,6441030,23.0
BUENOS AIRES,LA PLATA,COLONIA LA PLATA,FIBRA OPTICA,6441030,19.0
BUENOS AIRES,LA PLATA,COUNTRY CLUB EL RODEO,FIBRA OPTICA,6441010,189.0
BUENOS AIRES,LA PLATA,EL RETIRO,FIBRA OPTICA,6441030,1.0
BUENOS AIRES,LA PLATA,IGNACIO CORREAS,Otros,6441020,2.0
BUENOS AIRES,LA PLATA,IGNACIO CORREAS,WIRELESS,6441020,46.0
BUENOS AIRES,LA PLATA,JOAQUIN GORINA,CABLEMODEM,6441030,828.0
BUENOS AIRES,LA PLATA,JOAQUIN GORINA,FIBRA OPTICA,6441030,207.0
BUENOS AIRES,LA PLATA,JOSE HERNANDEZ,CABLEMODEM,6441030,30.0
BUENOS AIRES,LA PLATA,JOSE HERNANDEZ,FIBRA OPTICA,6441030,44.0
BUENOS AIRES,LA PLATA,JOSE MELCHOR ROMERO,CABLEMODEM,6441030,903.0
BUENOS AIRES,LA PLATA,JOSE MELCHOR ROMERO,WIRELESS,6441030,10.0
BUENOS AIRES,LA PLATA,LA CUMBRE,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,LA PLATA,ADSL,6441030,7282.0
BUENOS AIRES,LA PLATA,LA PLATA,CABLEMODEM,6441030,135844.0
BUENOS AIRES,LA PLATA,LA PLATA,DIAL UP,6441030,517.0
BUENOS AIRES,LA PLATA,LA PLATA,FIBRA OPTICA,6441030,55110.0
BUENOS AIRES,LA PLATA,LA PLATA,Otros,6441030,280.0
BUENOS AIRES,LA PLATA,LA PLATA,SATELITAL,6441030,9.0
BUENOS AIRES,LA PLATA,LA PLATA,WIRELESS,6441030,3908.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,CABLEMODEM,6441030,2829.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,FIBRA OPTICA,6441030,14.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,WIRELESS,6441030,10.0
BUENOS AIRES,LA PLATA,LOS HORNOS,CABLEMODEM,6441030,3360.0
BUENOS AIRES,LA PLATA,LOS HORNOS,FIBRA OPTICA,6441030,1763.0
BUENOS AIRES,LA PLATA,LOS HORNOS,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,CABLEMODEM,6441030,12006.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,FIBRA OPTICA,6441030,1231.0
BUENOS AIRES,LA PLATA,OTROS,CABLEMODEM,Sin Datos,22.0
BUENOS AIRES,LA PLATA,OTROS,FIBRA OPTICA,Sin Datos,9.0
BUENOS AIRES,LA PLATA,RINGUELET,CABLEMODEM,6441030,3684.0
BUENOS AIRES,LA PLATA,RINGUELET,FIBRA OPTICA,6441030,466.0
BUENOS AIRES,LA PLATA,RUTA DEL SOL,ADSL,6441030,89.0
BUENOS AIRES,LA PLATA,RUTA DEL SOL,FIBRA OPTICA,6441030,81.0
BUENOS AIRES,LA PLATA,TOLOSA,CABLEMODEM,6441030,13150.0
BUENOS AIRES,LA PLATA,TOLOSA,FIBRA OPTICA,6441030,1309.0
BUENOS AIRES,LA PLATA,TRANSRADIO,SATELITAL,6441030,1.0
BUENOS AIRES,LA PLATA,VILLA ELISA,CABLEMODEM,6441030,5132.0
BUENOS AIRES,LA PLATA,VILLA ELISA,FIBRA OPTICA,6441030,525.0
BUENOS AIRES,LA PLATA,VILLA ELISA,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,CABLEMODEM,6441030,4401.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,FIBRA OPTICA,6441030,762.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,WIRELESS,6441030,145.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,WIRELESS,6441030,145.0
BUENOS AIRES,LANÚS,GERLI,ADSL,6434010,7.0
BUENOS AIRES,LANÚS,GERLI,CABLEMODEM,6434010,5702.0
BUENOS AIRES,LANÚS,GERLI,DIAL UP,6434010,14.0
BUENOS AIRES,LANÚS,GERLI,FIBRA OPTICA,6434010,6601.0
BUENOS AIRES,LANÚS,GERLI,Otros,6434010,3.0
BUENOS AIRES,LANÚS,LANÚS ESTE,ADSL,6434010,239.0
BUENOS AIRES,LANÚS,LANÚS ESTE,CABLEMODEM,6434010,26218.0
BUENOS AIRES,LANÚS,LANÚS ESTE,DIAL UP,6434010,78.0
BUENOS AIRES,LANÚS,LANÚS ESTE,FIBRA OPTICA,6434010,17111.0
BUENOS AIRES,LANÚS,LANÚS ESTE,SATELITAL,6434010,1.0
BUENOS AIRES,LANÚS,LANÚS ESTE,WIRELESS,6434010,264.0
BUENOS AIRES,LANÚS,LANÚS OESTE,CABLEMODEM,6434010,11441.0
BUENOS AIRES,LANÚS,LANÚS OESTE,DIAL UP,6434010,1.0
BUENOS AIRES,LANÚS,LANÚS OESTE,FIBRA OPTICA,6434010,16726.0
BUENOS AIRES,LANÚS,LANÚS OESTE,WIRELESS,6434010,364.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,ADSL,6434010,9.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,CABLEMODEM,6434010,10177.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,DIAL UP,6434010,43.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,FIBRA OPTICA,6434010,18377.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,Otros,6434010,24.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,ADSL,6434010,15.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,CABLEMODEM,6434010,12849.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,DIAL UP,6434010,19.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,FIBRA OPTICA,6434010,6824.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,WIRELESS,6434010,344.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,ADSL,6434010,63.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,CABLEMODEM,6434010,6948.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,DIAL UP,6434010,75.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,FIBRA OPTICA,6434010,13296.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,Otros,6434010,13.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,WIRELESS,6434010,2.0
BUENOS AIRES,LAPRIDA,LAPRIDA,CABLEMODEM,6448010,22.0
BUENOS AIRES,LAPRIDA,LAPRIDA,FIBRA OPTICA,6448010,2793.0
BUENOS AIRES,LAPRIDA,PUEBLO NUEVO,WIRELESS,6448020,8.0
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,WIRELESS,6448030,117.0
BUENOS AIRES,LAS FLORES,CORONEL BOERR,WIRELESS,6455010,3.0
BUENOS AIRES,LAS FLORES,EL TRIGO,FIBRA OPTICA,6455020,1.0
BUENOS AIRES,LAS FLORES,EL TRIGO,WIRELESS,6455020,3.0
BUENOS AIRES,LAS FLORES,LAS FLORES,ADSL,6455030,1411.0
BUENOS AIRES,LAS FLORES,LAS FLORES,FIBRA OPTICA,6455030,3576.0
BUENOS AIRES,LAS FLORES,LAS FLORES,WIRELESS,6455030,791.0
BUENOS AIRES,LAS FLORES,PARDO,WIRELESS,6455040,4.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,ADSL,6462010,2.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,Otros,6462010,2.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,WIRELESS,6462010,2.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,FIBRA OPTICA,6462020,4.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,SATELITAL,6462020,1.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,WIRELESS,6462020,108.0
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,WIRELESS,6462030,39.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),ADSL,6462040,252.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),CABLEMODEM,6462040,457.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),FIBRA OPTICA,6462040,396.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),WIRELESS,6462040,12.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,CABLEMODEM,6462050,185.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,WIRELESS,6462050,65.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,ADSL,6462060,814.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,DIAL UP,6462060,1.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,FIBRA OPTICA,6462060,11.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,SATELITAL,6462060,1.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,WIRELESS,6462060,1167.0
BUENOS AIRES,LINCOLN,ARENAZA,FIBRA OPTICA,6469010,293.0
BUENOS AIRES,LINCOLN,BAYAUCA,Otros,6469020,1.0
BUENOS AIRES,LINCOLN,BAYAUCA,WIRELESS,6469020,43.0
BUENOS AIRES,LINCOLN,CARLOS SALAS,WIRELESS,6469040,123.0
BUENOS AIRES,LINCOLN,CORONEL MARTÍNEZ DE HOZ  (AP. KILÓMETRO 322),ADSL,6469050,290.0
BUENOS AIRES,LINCOLN,CORONEL MARTÍNEZ DE HOZ  (AP. KILÓMETRO 322),Otros,6469050,16.0
BUENOS AIRES,LINCOLN,EL TRIUNFO,DIAL UP,6469060,1.0
BUENOS AIRES,LINCOLN,EL TRIUNFO,FIBRA OPTICA,6469060,10.0
BUENOS AIRES,LINCOLN,LAS TOSCAS,ADSL,6469070,330.0
BUENOS AIRES,LINCOLN,LINCOLN,ADSL,6469080,703.0
BUENOS AIRES,LINCOLN,LINCOLN,CABLEMODEM,6469080,9227.0
BUENOS AIRES,LINCOLN,LINCOLN,DIAL UP,6469080,38.0
BUENOS AIRES,LINCOLN,LINCOLN,FIBRA OPTICA,6469080,65.0
BUENOS AIRES,LINCOLN,LINCOLN,Otros,6469080,1.0
BUENOS AIRES,LINCOLN,PASTEUR,SATELITAL,6469090,2.0
BUENOS AIRES,LINCOLN,PASTEUR,WIRELESS,6469090,461.0
BUENOS AIRES,LINCOLN,ROBERTS,DIAL UP,6469100,1.0
BUENOS AIRES,LINCOLN,ROBERTS,FIBRA OPTICA,6469100,699.0
BUENOS AIRES,LOBERÍA,LICENCIADO MATIENZO,WIRELESS,6476020,21.0
BUENOS AIRES,LOBERÍA,LOBERÍA,ADSL,6476030,634.0
BUENOS AIRES,LOBERÍA,LOBERÍA,DIAL UP,6476030,5.0
BUENOS AIRES,LOBERÍA,LOBERÍA,FIBRA OPTICA,6476030,1497.0
BUENOS AIRES,LOBERÍA,LOBERÍA,Otros,6476030,15.0
BUENOS AIRES,LOBERÍA,LOBERÍA,SATELITAL,6476030,1.0
BUENOS AIRES,LOBERÍA,LOBERÍA,WIRELESS,6476030,701.0
BUENOS AIRES,LOBERÍA,PIERES,WIRELESS,6476040,14.0
BUENOS AIRES,LOBERÍA,SAN MANUEL,FIBRA OPTICA,6476050,377.0
BUENOS AIRES,LOBERÍA,SAN MANUEL,WIRELESS,6476050,139.0
BUENOS AIRES,LOBOS,ANTONIO CARBONI,ADSL,6483010,2.0
BUENOS AIRES,LOBOS,ANTONIO CARBONI,DIAL UP,6483010,1.0
BUENOS AIRES,LOBOS,ANTONIO CARBONI,FIBRA OPTICA,6483010,127.0
BUENOS AIRES,LOBOS,ANTONIO CARBONI,Otros,6483010,156.0
BUENOS AIRES,LOBOS,ANTONIO CARBONI,WIRELESS,6483010,101.0
BUENOS AIRES,LOBOS,ELVIRA,FIBRA OPTICA,6483020,66.0
BUENOS AIRES,LOBOS,ELVIRA,WIRELESS,6483020,72.0
BUENOS AIRES,LOBOS,LOBOS,ADSL,6483040,587.0
BUENOS AIRES,LOBOS,LOBOS,CABLEMODEM,6483040,6.0
BUENOS AIRES,LOBOS,LOBOS,DIAL UP,6483040,10.0
BUENOS AIRES,LOBOS,LOBOS,FIBRA OPTICA,6483040,3758.0
BUENOS AIRES,LOBOS,LOBOS,WIRELESS,6483040,1366.0
BUENOS AIRES,LOBOS,SALVADOR MARÍA,ADSL,6483050,87.0
BUENOS AIRES,LOBOS,SALVADOR MARÍA,FIBRA OPTICA,6483050,446.0
BUENOS AIRES,LOBOS,SALVADOR MARÍA,WIRELESS,6483050,289.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,ADSL,6490010,163.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,CABLEMODEM,6490010,60152.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,DIAL UP,6490010,77.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,FIBRA OPTICA,6490010,10588.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,Otros,6490010,101.0
BUENOS AIRES,LOMAS DE ZAMORA,BANFIELD,SATELITAL,6490010,1.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,ADSL,6490010,21.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,CABLEMODEM,6490010,6966.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,DIAL UP,6490010,32.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,FIBRA OPTICA,6490010,7258.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,Otros,6490010,3.0
BUENOS AIRES,LOMAS DE ZAMORA,LLAVALLOL,WIRELESS,6490010,2.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,ADSL,6490010,290.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,CABLEMODEM,6490010,34847.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,DIAL UP,6490010,109.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,FIBRA OPTICA,6490010,13196.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,Otros,6490010,192.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,SATELITAL,6490010,2.0
BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA,WIRELESS,6490010,2348.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,ADSL,6490010,10.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,CABLEMODEM,6490010,24699.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,DIAL UP,6490010,19.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,FIBRA OPTICA,6490010,9321.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,Otros,6490010,50.0
BUENOS AIRES,LOMAS DE ZAMORA,TEMPERLEY,SATELITAL,6490010,2.0
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,ADSL,6490010,11.0
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,CABLEMODEM,6490010,2370.0
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,DIAL UP,6490010,20.0
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,FIBRA OPTICA,6490010,7031.0
BUENOS AIRES,LOMAS DE ZAMORA,TURDERA,Otros,6490010,1.0
BUENOS AIRES,LOMAS DE ZAMORA,VILLA CENTENARIO,CABLEMODEM,6490010,36.0
BUENOS AIRES,LOMAS DE ZAMORA,VILLA CENTENARIO,WIRELESS,6490010,300.0
BUENOS AIRES,LOMAS DE ZAMORA,VILLA FIORITO,CABLEMODEM,6490010,483.0
BUENOS AIRES,LOMAS DE ZAMORA,VILLA FIORITO,FIBRA OPTICA,6490010,1.0
BUENOS AIRES,LOMAS DE ZAMORA,VILLA FIORITO,WIRELESS,6490010,666.0
BUENOS AIRES,LUJÁN,BARRIO LAS CASUARINAS,FIBRA OPTICA,6497060,208.0
BUENOS AIRES,LUJÁN,BARRIO LAS CASUARINAS,WIRELESS,6497060,25.0
BUENOS AIRES,LUJÁN,CARLOS KEEN,WIRELESS,6497020,20.0
BUENOS AIRES,LUJÁN,CORTINES,ADSL,6497060,71.0
BUENOS AIRES,LUJÁN,CORTINES,FIBRA OPTICA,6497060,405.0
BUENOS AIRES,LUJÁN,CORTINES,WIRELESS,6497060,41.0
BUENOS AIRES,LUJÁN,JOSÉ MARÍA JÁUREGUI (EST. JÁUREGUI),ADSL,6497060,425.0
BUENOS AIRES,LUJÁN,JOSÉ MARÍA JÁUREGUI (EST. JÁUREGUI),CABLEMODEM,6497060,1098.0
BUENOS AIRES,LUJÁN,JOSÉ MARÍA JÁUREGUI (EST. JÁUREGUI),FIBRA OPTICA,6497060,2647.0
BUENOS AIRES,LUJÁN,JOSÉ MARÍA JÁUREGUI (EST. JÁUREGUI),WIRELESS,6497060,20.0
BUENOS AIRES,LUJÁN,LEZICA Y TORREZURI,WIRELESS,6497060,38.0
